"id","event","dtstart","dtend","venue","address","town","area","country","latitude","longitude"
6902,"Old Songs Festival","2017-06-23 16:00:00","2017-06-25 15:30:00","Altamont Fairgrounds","Rt. 146","Altamont","New York","USA",42.69953537,-74.03250885
6860,"Josephine Marsh, Mick Kinsella, Geraldine McNamara & Noel O'Grady","2017-06-23 20:00:00","2017-06-23 21:00:00","Teach Cheoil","Grace Street","Kilrush","Clare","Ireland",52.63820267,-9.47737026
6898,"San Juan Session with Valencia Irish Cultural Association","2017-06-23 22:00:00","2017-06-23 22:00:00","El Volander Cafe Pub","C. Poeta Navarro Cabanes 25","Valencia","Valencia","Spain",39.47092819,-0.39920199
6877,"St Albans Folk Festival","2017-06-24 00:00:00","2017-06-25 00:00:00","Various Venues","","St Albans","Hertfordshire","England",51.75289154,-0.33639121
6846,"Welsh repertoire workshop with Ceri Rhys Matthews","2017-06-24 13:00:00","2017-06-24 13:00:00","Pontypridd Museum","Bridge Street","Pontypridd","Rhondda Cynon Taff","Wales",51.60483932,-3.33788085
6875,"A Mini Weekend of Irish Music Sessions","2017-06-24 20:00:00","2017-06-25 19:00:00","Various Venues","","Lancaster","Lancashire","England",54.04657364,-2.80074000
6857,"Kevin Hehir, Niamh O'Dea, Martin Dermody & Margaret Hehir","2017-06-28 13:00:00","2017-06-28 14:00:00","The Sanctuary","Queens Hotel, Abbey Street","Ennis","Clare","Ireland",52.84538269,-8.98168755
6908,"A Louth Lilt","2017-06-28 20:00:00","2017-06-28 20:00:00","The Spotted Dog","104 Warwick St","Birmingham","West Midlands","England",52.47359085,-1.88294315
6790,"Newcastleton Traditional Music Festival","2017-06-30 00:00:00","2017-07-02 00:00:00","Various Venues","","Newcastleton","The Borders","Scotland",55.17936325,-2.81332493
6912,"Andy Irvine & Donal Lunny \"Irish Wings\"","2017-07-06 20:30:00","2017-07-10 00:00:00","Old School House","","Loggos","Paxos","Greece",39.22586060,20.16058922
6897,"The Jeremiahs in Concert","2017-07-07 20:00:00","2017-07-07 22:00:00","Hibernian Cultural Centre","19 Temple Street","Worcester","Massachusetts","USA",42.25910568,-71.79767609
6885,"John and Maggie Carty - House Concert","2017-07-09 19:30:00","2017-07-09 23:45:00","Wee Ceili Room","","Tualatin","Oregon","USA",45.38400650,-122.76398468
6872,"Grand Canyon Celtic Arts Academy","2017-07-10 10:00:00","2017-07-14 16:00:00","Flagstaff Arts And Leadership Academy","3401 N. Fort Valley Rd. ","Flagstaff","Arizona","USA",35.23807144,-111.66876984
6858,"Bríd O'Gorman, Cathy Kelly, Liam Flanagan & Eoin O'Neill","2017-07-12 13:00:00","2017-07-12 14:00:00","The Sanctuary","Queens Hotel, Abbey Street","Ennis","Clare","Ireland",52.84538269,-8.98168755
6894,"Pat Molloy Summer School","2017-07-15 00:00:00","2017-07-16 00:00:00","South And City College","High Street Deritend, Digbeth","Birmingham","West Midlands","England",52.47469711,-1.88495159
6896,"Perry Hall Folk Music Night, featuring Abigail Palmer & Eric Selby","2017-07-15 19:00:00","2017-07-15 22:00:00","Perry Hall United Methodist Church","9515 Belair Rd.","Baltimore","Maryland","USA",39.40938187,-76.46697998
6899,"The Big Birmingham Button Box Competition","2017-07-16 00:00:00","2017-07-16 00:00:00","South And City College","High Street Deritend, Digbeth","Birmingham","West Midlands","England",52.47469711,-1.88495159
6859,"Caroline, Carmel, Christina & Clodagh Doohan","2017-07-19 13:00:00","2017-07-19 14:00:00","The Sanctuary","Queens Hotel, Abbey Street","Ennis","Clare","Ireland",52.84538269,-8.98168755
3516,"Anne & Pat Molloy Summer School","2017-07-21 10:00:00","2017-07-22 17:00:00","South And City College","High Street Deritend, Digbeth","Birmingham","West Midlands","England",52.47469711,-1.88495159
6841,"Cleveland Irish Cultural Festival","2017-07-21 17:00:00","2017-07-23 23:00:00","Cuyahoga County Fairgrounds","19201 E. Bagley Road","Berea","Ohio","USA",41.36758423,-81.83992767
6927,"Kenney and McKeon,  Thom Morecroft","2017-07-22 20:00:00","2017-07-22 20:00:00","Liverpool Irish Centre","6 Boundary Lane, Everton","Liverpool","Merseyside","England",53.41873932,-2.95456004
6783,"Boxwood Festivals Canada","2017-07-23 00:00:00","2017-07-29 00:00:00","Various Venues","97 Kaulbach St","Lunenburg","Nova Scotia","Canada",44.38010406,-64.31372833
6771,"Burwell Bash","2017-07-23 16:00:00","2017-07-28 16:00:00","Burwell House","1 North Street","Burwell","Cambridgeshire","England",52.28076935,0.32447359
6911,"Festival Intercélticu d'Avilés y Comarca (Interceltic Festival of Avilés)","2017-07-24 00:00:00","2017-07-30 00:00:00","Various Venues","","Avilés","Asturies","Spain",43.55795288,-5.92466545
6823,"Bradfield Traditional Music Weekend 2017","2017-07-27 20:00:00","2017-07-30 20:00:00","Various Venues","High Bradfield","Sheffield","Yorkshire","England",53.42827988,-1.59763217
6889,"Dayton Celtic Festival","2017-07-28 17:30:00","2017-07-30 18:00:00","Riverscape MtroPark","111 E Monument Ave, Dayton, Ohio","Dayton","Ohio","USA",39.76430511,-84.18991852
6925,"3TíR","2017-07-28 20:00:00","2017-07-28 20:00:00","Lakeview Inn","50 Rue Victoria, Knowlton","Lac-Brome","Quebec","Canada",45.22038269,-72.51288605
6844,"Celitc Festival Missoula","2017-07-29 12:00:00","2017-07-29 22:00:00","Caras Park","S Higgins Ave","Missoula","Montana","USA",46.85600662,-113.99742126
6878,"1st Belfast Summer School of Traditional Music","2017-07-31 10:00:00","2017-08-04 00:00:00","Various Venues","","Belfast","Antrim","Northern Ireland",54.64273071,-5.94226933
6926,"Summer Scottish Session","2017-07-31 20:00:00","2017-07-31 20:00:00","James Street Tavern","47 James Street","Oxford","Oxfordshire","England",51.74742126,-1.23732352
6932,"Hop the Sea - Irish Trad from the Ports","2017-08-02 20:00:00","2017-08-02 20:00:00","Liverpool Irish Centre","6 Boundary Lane, Everton","Liverpool","Merseyside","England",53.41873932,-2.95456004
6929,"The 25th James Morrison Traditional Music Festival","2017-08-04 00:00:00","2017-08-07 00:00:00","Various Venues","","Riverstown","Sligo","Ireland",54.13043976,-8.39525032
6941,"Killala Bay Folk Club","2017-08-04 21:00:00","2017-08-04 21:00:00","Lynn's Bar","","Killala","Mayo","Ireland",54.19423676,-9.14148331
6934,"Tune composition workshop","2017-08-08 19:00:00","2017-08-08 21:00:00","The Workhouse","Shercock Road","Carrickmacross","Monaghan","Ireland",53.97859192,-6.72792387
6940,"MacDara Ó Conaola with Pádraig Ó Broin","2017-08-08 20:00:00","2017-08-08 20:00:00","Áras Éanna","","Inisheer","Galway","Ireland",53.06448364,-9.53109550
6893,"Feakle International Festival of Traditional Music","2017-08-09 00:00:00","2017-08-14 00:00:00","Various Venues","","Feakle","Clare","Ireland",52.92606735,-8.64865208
6930,"Noel Hill","2017-08-11 19:00:00","2017-08-11 19:00:00","House Of Doolescu","","Portland","Oregon","USA",45.52306366,-122.67648315
6923,"Perry Hall Folk Music Night, featuring Mike Ryan","2017-08-12 19:00:00","2017-08-12 22:00:00","Perry Hall United Methodist Church","9515 Belair Rd.","Baltimore","Maryland","USA",39.40938187,-76.46697998
6861,"Noel O'Donoghue, Michael Queally, Feilim O'Coileáin & John Moloney","2017-08-14 00:00:00","2017-08-14 00:00:00","Community Hall","","Feakle","Clare","Ireland",52.80196381,-8.64206409
6935,"Noel O'Donoghue, Michael Queally, Felim O'Coileáin & John Moloney","2017-08-14 00:00:00","2017-08-14 00:00:00","Feakle Community Centre","","Feakle","Clare","Ireland",52.92531967,-8.64441490
6910,"Milwaukee Irish Fest Summer School","2017-08-14 18:30:00","2017-08-18 13:00:00","CelticMKE Center","1532 N. Wauwatosa Ave","Milwaukee","Wisconsin","USA",43.05170059,-88.00699615
6936,"Hugh Healy, Colm Healy, Brian Mooney & Elle Marie O'Dwyer.","2017-08-15 00:00:00","2017-08-15 00:00:00","Tulla Courthouse","Main St.","Tulla","Clare","Ireland",52.86749268,-8.75742149
6939,"Eoin O'Neill, Jon O'Connell, Adam Shapiro & Aoibheann Queally","2017-08-16 00:00:00","2017-08-16 00:00:00","Teach Cheoil","","Corofin","Clare","Ireland",52.94482040,-9.06408787
6937,"Seán Vaughan, David Sanders, Pat Marsh and John Flanagan.","2017-08-17 00:00:00","2017-08-17 00:00:00","Kilfenora Cathedral","","Kilfenora","Clare","Ireland",52.99023056,-9.21652603
6938,"Francis Cunningham, Eimear Coughlan, Martin Glynn & Siobhán Cunningham","2017-08-18 00:00:00","2017-08-18 00:00:00","Teach Cheoil","Grace Street","Kilrush","Clare","Ireland",52.63820267,-9.47737026
6811,"The Pipers Gathering","2017-08-18 15:00:00","2017-08-20 22:00:00","Wisdom House","229 E Litchfield Rd","Litchfield","Connecticut","USA",41.75840378,-73.15141296
6892,"Martin Donohoe","2017-08-19 14:00:00","2017-08-19 14:45:00","Gig Rig","Abbey St.","Ennis","Clare","Ireland",52.84528732,-8.98265362
6951,"Finbarr Dwyer Remembered NYAH Concert ","2017-08-21 15:00:00","2017-08-21 15:00:00","West County Hotel","","Ennis","Clare","Ireland",52.83132553,-8.98035336
6905,"Masters Of Tradition","2017-08-23 00:00:00","2017-08-27 00:00:00","Various Venues","","Bantry","Cork","Ireland",51.68008041,-9.45257664
6946,"Root & Branch","2017-08-23 20:00:00","2017-08-23 23:00:00","The Old England","43 Bath Buildings","Bristol","Bristol","England",51.46703339,-2.58915520
6948,"Celtic Song Workshop","2017-08-26 09:00:00","2017-08-26 17:00:00","Private Residence","","Van Nuys","California","USA",33.77575302,-119.12784576
6907,"Settle Folk Gathering","2017-08-31 00:00:00","2017-09-03 00:00:00","Various Venues","","Settle","Yorkshire","England",54.06844330,-2.27673602
6967,"Ceol na gCruach (Music of the Croaghs)","2017-09-01 21:00:00","2017-09-03 18:00:00","The Glen Tavern (Dinny's)","Glen Of Glenties","Glenties","Donegal","Ireland",54.79367447,-8.19102859
6900,"Celtic Music Session","2017-09-03 11:00:00","2017-09-03 11:00:00","Cafe Del Gringo","Netzahualcóyotl 9","Cuernavaca","Morelos","Mexico",18.92044449,-99.23604584
6928,"Féile Séamus Creagh","2017-09-06 00:00:00","2017-09-10 00:00:00","Various Venues","","St. John's","Newfoundland","Canada",47.58259583,-52.70537949
6971,"Feile Cheoil Larry Reynolds Weekend","2017-09-08 00:00:00","2017-09-10 00:00:00","Various Venues","","Ballinasloe","Galway","Ireland",53.32645798,-8.21952152
6965,"Session Tent at Pittsburgh Irish Fest","2017-09-08 17:00:00","2017-09-10 18:00:00","Pittsburgh Irish Festival","Sandcastle Park","Pittsburgh","Pennsylvania","USA",40.39845276,-79.92684174
6953,"Feile Cheoil Larry Reynolds Opening Concert","2017-09-08 20:00:00","2017-09-08 20:00:00","Ballinasloe Town Hall","","Ballinasloe","Galway","Ireland",53.33058929,-8.22502136
6906,"Chief O'Neill Traditional Music Festival","2017-09-09 00:00:00","2017-09-11 00:00:00","Various Venues","","Bantry","Cork","Ireland",51.68008041,-9.45257664
6768,"Cottonwood Art Walk Session","2017-09-09 18:00:00","2017-09-09 21:00:00","Manheim Gallery (in The Sculpture Garden)","747 N Main St.","Cottonwood","Arizona","USA",34.74487686,-112.02381897
6963,"The Mulcahy Family in Concert","2017-09-09 20:30:00","2017-09-09 22:30:00","Ionad Cultúrtha","","Ballyvourney","Cork","Ireland",51.94549179,-9.16408920
6913,"Cathy Jordan, Jarlath Henderson & Mick Daly presented by Music Network","2017-09-12 20:00:00","2017-09-12 20:00:00","The Sugar Club","8 Lower Leeson Street","Dublin","Dublin","Ireland",53.33555984,-6.25650311
6914,"Cathy Jordan, Jarlath Henderson & Mick Daly presented by Music Network","2017-09-13 20:00:00","2017-09-13 20:00:00","Glór","Causeway Link","Ennis","Clare","Ireland",52.84102631,-8.99745941
6915,"Cathy Jordan, Jarlath Henderson & Mick Daly presented by Music Network","2017-09-14 20:00:00","2017-09-14 20:00:00","Roscommon Arts Centre","Circular Road","Roscommon","Roscommon","Ireland",53.62736893,-8.18968582
6950,"Tuam Trad Festival","2017-09-15 00:00:00","2017-09-17 00:00:00","Various Venues","","Tuam","Galway","Ireland",53.51411438,-8.85651779
6977,"Turning Wave Festival","2017-09-15 00:00:00","2017-09-17 00:00:00","Various Venues","","Yass","New South Wales","Australia",-34.84677887,148.91503906
6968,"13th Gerry Whelan Memorial Weekend","2017-09-15 18:00:00","2017-09-17 23:30:00","Various Venues","","Cootehill","Cavan","Ireland",54.07250214,-7.08235407
6916,"Cathy Jordan, Jarlath Henderson & Mick Daly presented by Music Network","2017-09-15 20:00:00","2017-09-15 20:00:00","Regional Cultural Centre","Cove Hill, Port Road","Letterkenny","Donegal","Ireland",54.95381165,-7.73192883
6976,"Folk Moon Session","2017-09-16 14:00:00","2017-09-16 14:00:00","Evora Craft Beer","Rua Carlos Frederico Campos, 170. Bairro: Ouro Preto 313100400","Belo Horizonte","Minas Gerais","Brazil",-19.87347221,-43.98398590
6943,"Perry Hall Folk Music Night, featuring the Music Pilgrim Trio","2017-09-16 19:00:00","2017-09-16 22:00:00","Perry Hall United Methodist Church","9515 Belair Rd.","Baltimore","Maryland","USA",39.40938187,-76.46697998
6974,"Eamon McElholm & Johnny B. Connolly (Solas) House Concert","2017-09-16 20:00:00","2017-09-16 00:00:00","Wee Ceili Room","","Tualatin","Oregon","USA",45.38400650,-122.76398468
6917,"Cathy Jordan, Jarlath Henderson & Mick Daly presented by Music Network","2017-09-17 20:00:00","2017-09-17 20:00:00","Pavilion Theatre","Marine Road","Dún Laoghaire","Dublin","Ireland",53.29346848,-6.13482428
6954,"Kevin Burke","2017-09-19 19:00:00","2017-09-19 19:00:00","Parlor Room","32 Masonic St","Northampton","Massachusetts","USA",42.31842422,-72.63344574
6918,"Cathy Jordan, Jarlath Henderson & Mick Daly presented by Music Network","2017-09-19 22:00:00","2017-09-19 22:00:00","Station House Theatre","","Clifden","Galway","Ireland",53.27066803,-9.05679035
6972,"Play it By Ear - session tunes","2017-09-20 19:30:00","2017-12-13 00:00:00","Pilgrim Centre","Dale Street","Craven Arms","Shropshire","England",52.43972397,-2.83350420
6919,"Cathy Jordan, Jarlath Henderson & Mick Daly presented by Music Network","2017-09-20 20:00:00","2017-09-20 20:00:00","Riverbank Arts Centre","Main Street","Newbridge","Kildare","Ireland",53.18184280,-6.79530430
6981,"Spanish Peaks International Celtic Festival","2017-09-21 00:00:00","2017-09-24 00:00:00","Various Venues","","La Veta","Colorado","USA",37.50764465,-105.00896454
6944,"Joey Abarta's Irish Session","2017-09-21 19:00:00","2018-05-24 22:00:00","Canadian American Club","202 Arlington Street","Watertown","Massachusetts","USA",42.36947632,-71.15613556
6920,"Cathy Jordan, Jarlath Henderson & Mick Daly presented by Music Network","2017-09-21 20:00:00","2017-09-21 20:00:00","Garter Lane Theatre","O'Connell Street","Waterford","Waterford","Ireland",52.26261902,-7.11615992
6970,"Friars Green Concert","2017-09-21 20:00:00","2017-09-21 20:00:00","Hutton House Day Break","140 Ann St","London","Ontario","Canada",42.99324799,-81.25597382
6942,"Gerry O'Connor, Gilles le Bigot, Pol Huellou & Jean-Marc le Coq presented by Culture Night.","2017-09-22 18:30:00","2017-09-22 23:45:00","The Workhouse","Shercock Road","Carrickmacross","Monaghan","Ireland",53.97859192,-6.72792387
6952," Culture Night Launch of Handed Down Sliabh Luachra Lecture Series","2017-09-22 19:00:00","2017-09-22 19:00:00","Sliabh Luachra Heritage Centre","Scartaglin Village","Scartaglin","Kerry","Ireland",52.17977142,-9.40760517
6921,"Cathy Jordan, Jarlath Henderson & Mick Daly presented by Music Network","2017-09-22 20:00:00","2017-09-22 20:00:00","Court House Arts Centre","Dwyer Square, Ballinacor","Tinahely","Wicklow","Ireland",52.79907990,-6.46415329
6982,"A Weekend of Irish Music Sessions in Lancaster","2017-09-22 20:00:00","2017-09-24 19:00:00","Various Venues","","Lancaster","Lancashire","England",54.04657364,-2.80074000
6931,"CCE Irish Festival","2017-09-23 12:00:00","2017-09-23 19:30:00","Stacy C. Sherwood Community Center","3740 Old Lee Highway","Fairfax","Virginia","USA",38.85118866,-77.29924774
6978,"Feis In the Forest","2017-09-23 15:00:00","2017-09-23 22:00:00","Taylor Street","401 Elm Ave","Wake Forest","North Carolina","USA",35.97568130,-78.50656128
6901,"San Patricio Session","2017-09-23 16:00:00","2017-09-23 20:00:00","Pub De La Chapu","Ave. Sonora (Recta De La Chapu), 22020","Tijuana","Baja California","Mexico",32.51372910,-117.01158905
6964,"Alison Perkins and Nicolas Brown in Concert","2017-09-23 19:00:00","2017-09-23 19:00:00","CelticMKE Center","1532 N. Wauwatosa Ave","Milwaukee","Wisconsin","USA",43.05170059,-88.00699615
6966,"Gatehouse In Concert","2017-09-23 20:00:00","2017-09-23 20:00:00","Oriel Centre","Carrickmacross Road","Dundalk","Louth","Ireland",53.99885941,-6.42511940
6984,"Andy Irvine with Maighread & Triona Ní Dhomhnaill","2017-09-28 20:00:00","2017-09-28 20:00:00","Triskel Christchurch","Tobin Street","Cork","Cork","Ireland",51.89752197,-8.47655010
6743,"Piping at the Old Bridge - The 8th South Wales Tionol","2017-09-29 00:00:00","2017-09-30 00:00:00","Pontypridd Museum","Bridge Street","Pontypridd","Rhondda Cynon Taff","Wales",51.60483932,-3.33788085
6922,"Cathy Jordan, Jarlath Henderson & Mick Daly presented by Music Network","2017-09-29 20:00:00","2017-09-29 20:00:00","Triskel Christchurch","Tobin Street","Cork","Cork","Ireland",51.89752197,-8.47655010
6989,"Danny O'Mahony, Tony Linnane, Mick Conneely in Concert","2017-09-29 20:30:00","2017-09-29 22:30:00","Ionad Cultúrtha","","Ballyvourney","Cork","Ireland",51.94549179,-9.16408920
6985,"The Rude Mechanicals - a lunchtime concert","2017-09-30 11:45:00","2017-09-30 13:15:00","St Mary De Haura Church","","Shoreham By Sea","Sussex","England",50.83287048,-0.27420670
6781,"Portal Irish Music Week 2017","2017-10-05 00:00:00","2017-10-09 00:00:00","Various Venues","","Portal","Arizona","USA",31.91370201,-109.14144897
6979,"Tunes of the Munster Pipers","2017-10-05 19:30:00","2017-10-05 19:30:00","Cecil Sharp House","2 Regent's Park Road","Camden","London","England",51.53818130,-0.14952140
6996,"The Casey Sisters in concert","2017-10-06 20:30:00","2017-10-06 22:30:00","Ionad Cultúrtha","","Ballyvourney","Cork","Ireland",51.94549179,-9.16408920
6990,"Chromatic Button Accordion Rally","2017-10-07 10:30:00","2017-10-07 10:30:00","St Michael’s Church Hall","Church Lane","Steventon","Oxfordshire","England",51.61810684,-1.33205700
6994,"Dingle Folk Fest","2017-10-13 00:00:00","2017-10-15 00:00:00","Various Venues","","Dingle","Kerry","Ireland",52.14093781,-10.26401424
6995,"Weston Irish fest ","2017-10-13 17:00:00","2017-10-15 22:00:00","Omalleys Pub","500 Welt","Weston ","Missouri","USA",39.41104507,-94.90013885
6955," Handed Down - \"The Man from Toureendarby- Timmy O Connor\" presented by Eoin Stan O Sullivan","2017-10-14 20:00:00","2017-10-14 22:30:00","Sliabh Luachra Heritage Centre","Scartaglin Village","Scartaglin","Kerry","Ireland",52.17977142,-9.40760517
6969,"Irish Dance Ceili","2017-10-14 20:00:00","2017-10-14 20:00:00","German Canadian Club","1 Cove Rd","London","Ontario","Canada",42.98492432,-81.24527740
7001,"Sankofa Sunday Session","2017-10-15 00:00:00","2017-10-15 00:00:00","Sankofa","C/ Beata Agnès, 10.","Valencia","Valencia","Spain",39.46328354,-0.39418560
6947,"Saturday Night Folk Session (hosted by Folk Dimensions)","2017-10-21 00:00:00","2017-10-21 00:00:00","Appledore Social Club","New Street","Appledore","Devon","England",51.04531479,-3.92919993
6949,"North Devon Folk Dimensions Workshop","2017-10-21 10:00:00","2017-10-21 16:00:00","St Mary's Church Hall","Churchfield Road","Appledore","Devon","England",51.05474854,-4.19243813
6980,"Perry Hall Folk Music Night, featuring Free Range Blue","2017-10-21 19:00:00","2017-10-21 22:00:00","Perry Hall United Methodist Church","9515 Belair Rd.","Baltimore","Maryland","USA",39.40938187,-76.46697998
6997,"Mick Moloney & Jimmy Keane present An Irish Delight: The Story of the Flanagan Brothers","2017-10-21 19:00:00","2017-10-21 19:00:00","CelticMKE Center","1532 N. Wauwatosa Ave","Milwaukee","Wisconsin","USA",43.05170059,-88.00699615
7003,"OktoberFest Sir Black","2017-10-21 21:00:00","2017-10-21 21:00:00","Sir Black Pub","Tv. Alm. Wandenkolk, 955","Belém","Pará","Brazil",-1.44483292,-48.48630524
6992,"Return To Camden Town","2017-10-24 00:00:00","2017-10-30 00:00:00","Various Venues","","Camden","London","England",51.53971863,-0.14296611
6993,"Claire & Sinéad Egan, Peter McAlinden & Pete Quinn","2017-10-24 20:30:00","2017-10-24 20:30:00","Green Note","106 Parkway","Camden","London","England",51.53724289,-0.14587010
7006,"Matt Molloy, John Carty and Arty McGlynn","2017-10-25 19:30:00","2017-10-25 19:30:00","Clayton Crown Hotel","152 Cricklewood Broadway","Cricklewood","London","England",51.55615616,-0.21418241
6924,"Caceres Irish Fleadh","2017-10-27 00:00:00","2017-10-29 00:00:00","Centro De Caceres","Plaza De Santa María","Cáceres","Extremadura","Spain",39.47445297,-6.36979485
6945,"Copley Street - Nathan Gourley and Joey Abarta with Owen Marshall","2017-10-27 20:00:00","2017-10-27 20:00:00","Wedgwood Presbyterian Church","8008 35th Ave NE","Seattle","Washington","USA",47.68690109,-122.29016113
6903,"Copley Street release","2017-10-29 19:30:00","2017-10-29 23:45:00","Wee Ceili Room","","Tualatin","Oregon","USA",45.38400650,-122.76398468
6987,"D'Bize","2017-11-01 20:30:00","2017-11-01 20:30:00","The Eagle","125 Gloucester Road","Brighton","Sussex","England",50.82675934,-0.13686630
6933,"Quebec Fiddle Weekend","2017-11-03 17:00:00","2017-11-06 13:00:00","Various Venues","","Blackwood","Victoria","Australia",-37.46927261,144.47978210
7005,"Mairtin O'Connor & Dave Flynn's Irish Memory Orchestra","2017-11-03 20:00:00","2017-11-03 20:00:00","Raheen Woods Hotel","","Athenry","Galway","Ireland",53.30073929,-8.76160812
7010,"Recital with Donnacha Dwyer and Rónán Galvin","2017-11-03 20:00:00","2017-11-03 20:00:00","St. Anna Kapelle","Münsterplatz","Schaffhausen","Schaffhausen","Switzerland",47.69839096,8.63009262
7019,"sláinte","2017-11-03 20:00:00","2017-11-03 00:00:00","Shamrock Pub","Studackerstrasse 1","Zürich-Wollishofen","Zürich","Switzerland",47.33860397,8.53052711
7011,"Workshop with Donnacha Dwyer and Rónán Galvin","2017-11-04 09:00:00","2017-11-04 09:00:00","Musikinsel","Klosterinsel 12","Rheinau","Zürich","Switzerland",47.64279938,8.60979176
6986,"Aberdeen FluteFling 2017","2017-11-04 09:30:00","2017-11-04 16:15:00","Musicrange","12 Shoe Lane","Aberdeen","Aberdeenshire","Scotland",57.14944458,-2.09537101
7018," International Uilleann Piping Day with Y. An Nedeleg and friends","2017-11-04 16:00:00","2017-11-05 13:00:00","Chez Tom","18 Rue Notre Dame","Lesneven","Bretagne","France",48.57290649,-4.32579279
7014,"A Celtic Winter Night","2017-11-04 19:00:00","2017-11-04 19:00:00","Protestantische Martin-Luther-Kirche","Josefstaler Str. 10","St. Ingbert","Saarland","Germany",49.27744675,7.11189938
7000,"Traditional Flute Players Concert","2017-11-04 19:30:00","2017-11-04 21:45:00","The Blue Lamp","121 Gallowgate","Aberdeen","Aberdeenshire","Scotland",57.15119553,-2.09902835
7004,"Mairtin O'Connor & Dave Flynn's Irish Memory Orchestra premiere The Memory Symphony ","2017-11-04 20:00:00","2017-11-04 20:00:00","Christchurch Cathedral","Christchurch Place","Dublin","Dublin","Ireland",53.34304428,-6.27092218
7007,"John Whelan","2017-11-04 20:00:00","2017-11-04 23:45:00","Wee Ceili Room","","Tualatin","Oregon","USA",45.38400650,-122.76398468
7024,"Live Irish music in the theater's pub","2017-11-05 21:00:00","2017-11-05 21:00:00","RS9","Rumbach Sebestyén U. 9","Budapest","Budapest","Hungary",47.49748230,19.05906487
6904,"Ennis Trad Fest 2017","2017-11-09 00:00:00","2017-11-13 00:00:00","Various Venues","","Ennis","Clare","Ireland",52.84469986,-8.97709560
6973,"Yscolan Tune School with Ceri Rhys Matthews","2017-11-10 10:30:00","2017-11-12 23:45:00","Canolfan Yr Urdd","","Pentre Ifan","Pembrokeshire","Wales",52.00822449,-4.78077984
6999,"Uilleann Pipers' Weekend with guest tutor Ronan Browne","2017-11-10 16:00:00","2017-11-12 16:00:00","Halsway Manor","Halsway Lane","Crowcombe","Somerset","England",51.13344574,-3.24769759
7020,"Lá na Cruite/National Harp Day at ITMA","2017-11-11 16:00:00","2017-11-11 17:00:00","Irish Traditional Music Archive","73 Merrion Square","Dublin","Dublin","Ireland",53.33906174,-6.25042105
6983,"Byrne, Cooney & Hutchinson","2017-11-11 20:00:00","2017-11-11 20:00:00","Sirius Arts Centre","The Old Yacht Club","Cobh","Cork","Ireland",51.84914017,-8.29719353
7008,"Trad for Trocaire","2017-11-12 14:00:00","2017-11-12 16:00:00","Gaelic American Club","74 Beach Road","Fairfield","Connecticut","USA",41.14347839,-73.25299835
7009,"workshop & concert: Tunes of Old East Galway","2017-11-12 14:00:00","2017-11-12 14:00:00","Summit Public Library","75 Maple Street","Summit","New Jersey","USA",40.71514511,-74.36022186
6909,"William Kennedy Piping Festival","2017-11-16 00:00:00","2017-11-19 00:00:00","Various Venues","","Armagh City","Armagh","Northern Ireland",54.34474564,-6.65066767
7028,"Bríd Harper and Diarmuid Johnson (with Jon Turton and Jennie Nolan)","2017-11-17 19:00:00","2017-11-17 19:00:00","Melrose Hall","6 Melrose Avenue","Hoylake","Merseyside","England",53.39357376,-3.17499876
7023,"Hastings Fleadh","2017-11-17 19:30:00","2017-11-19 18:00:00","Various Venues","","Hastings","Sussex","England",50.85425949,0.57345301
7017,"Adult Step Dance Workshop with Patrick O'Dea, Intermediate Level","2017-11-18 13:45:00","2017-11-18 17:00:00","The Town Hall","Union Street, BT66 8DY","Lurgan","Armagh","Northern Ireland",54.46119690,-6.33132410
7029,"Bríd Harper and Diarmuid Johnson (with Mikey Kenney and Chris Roche)","2017-11-18 18:30:00","2017-11-18 18:30:00","The Caledonia","22 Caledonia Street","Liverpool","Merseyside","England",53.40035629,-2.96804953
7002,"Perry Hall Folk Music Night, featuring Andrew McKnight","2017-11-18 19:00:00","2017-11-18 22:00:00","Perry Hall United Methodist Church","9515 Belair Rd.","Baltimore","Maryland","USA",39.40938187,-76.46697998
7015,"A Celtic Winter Night","2017-11-18 19:00:00","2017-11-18 19:00:00","Evangelische Trinitatiskirche Aue","Brühlstraße, 76227 Karlsruhe","Karlsruhe, Durlach","Baden-Wuerttenburg","Germany",48.98943329,8.46192837
6956," Handed Down - \"Kerry Music and Musicians - A source of Influence on my personal style\" presented by Charlie Piggott ","2017-11-18 20:00:00","2017-11-18 20:00:00","Sliabh Luachra Heritage Centre","Scartaglin Village","Scartaglin","Kerry","Ireland",52.17977142,-9.40760517
7022,"Randal Bays with Susan Waters, Willie Bays and Owen Bays - 10th Anniversary house concert","2017-11-18 20:00:00","2017-11-18 23:45:00","Wee Ceili Room","","Tualatin","Oregon","USA",45.38400650,-122.76398468
6754,"Stewart Hardy Workshop Weekend","2017-11-18 21:30:00","2017-11-19 16:30:00","The Shropshire Hills Discovery Centre","","Craven Arms","Shropshire","England",52.44008255,-2.83327985
7026,"Music in the age of artificial creation","2017-11-20 19:00:00","2017-11-20 19:00:00","St. Dunstan And All Saints","Stepney High Street","Stepney","London","England",51.51728821,-0.04262620
6988,"Oíche Cheoil le Jaskane agus The Dreamers","2017-11-24 20:00:00","2017-11-24 22:00:00","An Taibhdhearc","19 Middle Street","Galway","Galway","Ireland",53.27066803,-9.05679035
